time_stamp,influencer,promoter,influncer_tweet,promoter_tweet,influencer_tweet_likes,promoter_tweet_likes,influencer_tweet_text,promoter_tweet_text
"3:56 AM · Oct 23, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1451759493646278656?t=emI9Qf4I9hfxHdZ7Ku95dQ&s=19,,1.0,,"What is this one??  Something new?

Big win for @tribeonedefi as they collaborates with @GolffProtocol.... This will cause alot of headline news!!#GOF #tribe"
"3:59 AM · Oct 23, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1451760190727012357?t=_iV9qih-AWkkS2RVDVVsvQ&s=19,,1.0,,"Fascinating news flying everywhere...@tribeonedefi just announced her partnership with @GolffProtocol..

What to expect from this collaboration??#defi"
"4:02 AM · Oct 23, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1451760903016390665?t=oVXYffC7rHlYio6RFSyYeQ&s=19,,2.0,,"That $500 is more than enough for me to purchase $HAKA and stake it in the @bscstation staking pool....

I know my returns will be huge..#staking"
"4:05 AM · Oct 23, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1451761750483869696?t=NZHVHQGb8PxuISRfru3-7Q&s=19,,3.0,,"$HAKA has been providing Access to #NFT allocations... 

It's been a great experience with $HAKA in my few weeks with them...."
"4:09 AM · Oct 23, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1451759071737098245,https://twitter.com/psalmcrypt/status/1451762755040579590?t=6c2lXS8_4FRS8HgKaB9aKQ&s=19,320,1.0,,"Man, I have no idea....I have refused to check the current price of #BTC....it scares the living day out of me....

Y'all doubting if @tribeonedefi Is a good society to invest in, they just added another to their collaboration list ( @GolffProtocol )....#hodl"
"4:13 AM · Oct 23, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1451748121319460865,https://twitter.com/psalmcrypt/status/1451763768883564545?t=kSqw6nEtgVf2svtasjiHHA&s=19,"1,734",2.0,"$60,000 needs to hold ","This weekend is a bad one for #BTC.....

Hey!!! The recent @tribeonedefi  collaboration with @GolffProtocol comes with amazing benefits  ....

With this collaboration, users can

Stake $GOF and win $HAKA in the GOF pool on #BSC course.#HODL"
"5:07 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1451958348199440386?t=hnj0Ljs0Rl6f9JNIX63B3g&s=19,,,,"My favorite #altcoin is $HAKA 

With $HAKA I get the best rates on both lending & borrowing.@tribeonedefi"
"5:11 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1451959475842260994?t=QT0UQJgjkN6nXzV_dGtDtw&s=19,,,,My gem $HAKA of @tribeonedefi will be the first gem to explode during #ALTseason $HAKA has great potentials
"5:17 PM · Oct 23, 2021",https://twitter.com/prudensfx,https://twitter.com/sarah__georgia,https://twitter.com/prudensfx/status/1451783383479058438,https://twitter.com/sarah__georgia/status/1451961061897383936?t=xSjtGpI5IR77lKtd7Es9sg&s=19,22,,What gem should I take a look at today?,"Do seriously check out $HAKA of @tribeonedefi @tribeonedefi is an advanced financial ecosystem focusing on simplifying decentralized financial products, making them readily accessible for masses."
"5:51 PM · Oct 23, 2021",https://twitter.com/Crypto__Diva,https://twitter.com/sarah__georgia,https://twitter.com/Crypto__Diva/status/1451926995252744195,https://twitter.com/sarah__georgia/status/1451969449746214924?t=iMQOUszffino-SoSGtlTEA&s=19,20,2.0,Shill me the #Crypto you are looking to buy this weekend?,"Am looking to accumulate more $HAKA 

I will be staking it  @ #Unifarm to earn 147% APY"
"5:57 PM · Oct 23, 2021",https://twitter.com/krakenfx,https://twitter.com/sarah__georgia,https://twitter.com/krakenfx/status/1451866008256458758,https://twitter.com/sarah__georgia/status/1451970967807401990?s=19,"1,373",2.0,Are you a HODLER? ,"I am a $HAKA of @tribeonedefi HODLer@tribeonedefi  a lending, borrowing and investing platform"
"8:40 PM · Oct 23, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1451985775898370051,https://twitter.com/sarah__georgia/status/1452012105389928455?t=n71d1qrqo3r6X-NEmde1kg&s=19,42,2.0,,I will choose $HAKA of @tribeonedefi @tribeonedefi Is a borrowing and Investing platform#altcoin
"8:54 PM · Oct 23, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1451955576951431179,https://twitter.com/sarah__georgia/status/1452015622485913608?t=POjmUGC6gf79nhs8kvVtxA&s=19,76,1.0,,"My 100x Is $HAKA a token of an AI-POWERED #NFT funding platform

Has great utility and awesome tokenomics"
"9:03 PM · Oct 23, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1451925377866080266,https://twitter.com/sarah__georgia/status/1452017900890505217?t=MPUm01MD1copoDPNO_BllA&s=19,103,1.0,,"I honestly believe $HAKA  will , with this token I stake in three different platforms , #UniFarm, #HOTCROSS and #BSCStation and I get to earn 147% APR , 146.41% APR and 90.42% APR respectively"
"9:09 PM · Oct 23, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1451894927298899977,https://twitter.com/sarah__georgia/status/1452019312517173252?t=8HjMePw8av__3hxU6-kfMw&s=19,37,,,"I am currently using @tribeonedefi  for my borrowing and investment 

With @tribeonedefi  I get

Loans offered to #SMEsInsurance on Collateral
Liquidation call insurance
LTV above 75%
Early Repayment Rewards
Non-Custodial
Loan Period greater than 12m
Zero Collateral lending"
"9:22 PM · Oct 23, 2021",https://twitter.com/LauraHarpercoll,https://twitter.com/sarah__georgia,https://twitter.com/LauraHarpercoll/status/1451945701768892421,https://twitter.com/sarah__georgia/status/1452022531502772230?t=XUcYfG3-yOIpQPDa49xVXg&s=19,560,1.0,"I have 70 ETH to spend, what should buy?","You should buy $HAKA , the token of an #NFT funding platform, @tribeonedefi 

With $HAKA you have exclusive access to the latest NFT launches for investment.

Get the best rates on both lending & borrowing.

Zero to Low Collateralized Loans etc

TG "
"9:29 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1452024347326095362?t=kNQFUiGfd_UKwku__cVOpg&s=19,,1.0,,"Sure my $BTC will be mooning and also my favorite gem $HAKA will definitely moon once the dApp launches soon, already this gem is doing well in the market and making me proud"
"9:29 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1452024347326095362?t=kNQFUiGfd_UKwku__cVOpg&s=19,,1.0,,"Sure my $BTC will be mooning and also my favorite gem $HAKA will definitely moon once the dApp launches soon, already this gem is doing well in the market and making me proud"
"9:40 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1452027107274600450?t=EZ7q3IJ8hmaGR4b_5pNQSA&s=19,,1.0,,"I am holding $HAKA all the way and Investing it in @tribeonedefi  NFT pool invest

Investors are repaid back by borrowers installmentally, when the asset gets liquidated, the #NFT asset is sold and the received value will be equally split between the pool contributors."
"9:49 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1452029410052280327?t=si4Hn73RufLSnVGXaZHiBw&s=19,,2.0,,"You sure are right about $BTC but you are missing out $HAKA 

The remaining months will definitely be super bullish for $HAKA, dApp to soon be launched  will surely see $HAKA price shooting high"
"9:53 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1452030353082888193?t=zwHLK-5_5cuB46SrmTiStw&s=19,,2.0,,"Patience is sure the way to go when holding a #CryptoAnd that is why I buy and HODL $HAKA , knowing fully well that the gem will moon and become very profitable"
"10:01 PM · Oct 23, 2021",https://twitter.com/switchtoindia,https://twitter.com/sarah__georgia,https://twitter.com/switchtoindia/status/1452011841761153025,https://twitter.com/sarah__georgia/status/1452032537438654468?t=RPBpek_aWijLKl5eHK0-6w&s=19,2,1.0,"Check out my Abstract art-Three Faces of Oneself
Buy it now for 0.015 ETH
No Gas Fee","Love this particular work of yours

 You should consider partnering with @tribeonedefi, you get Access to PolkaPlay's innovative range of NFTs They also offer users with different financial products, allowing them to purchase their favorite NFTs"
"10:10 PM · Oct 23, 2021",https://twitter.com/intocryptoverse,https://twitter.com/sarah__georgia,https://twitter.com/intocryptoverse/status/1452033087970349060,https://twitter.com/sarah__georgia/status/1452034843399888896?t=DMDqHjlohVY65RQuvfEhFQ&s=19,"2,179",1.0,What #crypto is undervalued?,"My crypto $HAKA is still very much Undervalued

The gem has good utility, fundamentals, tokenomics and doxxed team"
"10:19 PM · Oct 23, 2021",https://twitter.com/beincrypto,https://twitter.com/sarah__georgia,https://twitter.com/beincrypto/status/1451922617443696647,https://twitter.com/sarah__georgia/status/1452037079634952194?t=vbPiFVN1evfgPpaJYv7GMw&s=19,74,3.0,Which do you believe are 5 coins worth buying for 2021?,"My 5 worth buying coins are $BTC, $BNB, $UNO , $ETH and $HAKA of @tribeonedefi ( a lending platform)"
"10:27 PM · Oct 23, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/sarah__georgia,https://twitter.com/davidgokhshtein/status/1451917143247818758,https://twitter.com/sarah__georgia/status/1452039094511472643?t=pYJi4GgoM8ONVWDKuPbF-Q&s=19,"1,977",,") / 
                      \      / 
                       ——
                       |     |
                       |_   |_",I will invest it in @tribeonedefi NFT pool invest to earn@tribeonedefi  first #DeFi platform. where users acquire loans using their NFTs and crypto-assets as collateral.
"10:34 PM · Oct 23, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/sarah__georgia,https://twitter.com/davidgokhshtein/status/1451907302320218117,https://twitter.com/sarah__georgia/status/1452040762548445188?t=7FxuoHvZzjOEm5kKZFiuIg&s=19,"2,117",1.0,If you had 2 $BTC — you would…..,"I will hold 1 and sell the rest to buy $HAKA of @tribeonedefi 

A gem with great utility and has 100x potentials#cryptocurrency"
"10:43 PM · Oct 23, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1452043089883828230?t=A0yQV5juVw7nA0taR8xxTg&s=19,,,,"Sell and buy $HAKA of @tribeonedefi 

This crypto is a better investment,I also get to huge passive income staking it"
"3:20 AM · Oct 24, 2021",https://twitter.com/binance,https://twitter.com/mit_chic,https://twitter.com/binance/status/1451896343035777028,https://twitter.com/mit_chic/status/1452112686414663686?t=7yLZMjMt_eEQGD42wMVODg&s=19,10.6K,1.0,What crypto are you the most bullish on?,I am most bullish on $HAKA of @tribeonedefi @tribeonedefi is a credit risk platform
"3:28 AM · Oct 24, 2021",https://twitter.com/Crypto__emily,https://twitter.com/mit_chic,https://twitter.com/Crypto__emily/status/1452022881215524872,https://twitter.com/mit_chic/status/1452114865934438405?t=X7xGkzXpGPn6UvxVB6bdYA&s=19,87,2.0,"Would all hit a new ATH before the end of the year!!!!!!!

RT  if you believe","You are missing $HAKA of @tribeonedefi on this list, it also set to hit a new ATH before the end of the year@tribeonedefi  soon to launch dApp will change #Crypto  financing space"
"3:45 AM · Oct 24, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/mit_chic,https://twitter.com/TheMoonCarl/status/1452116446595600384,https://twitter.com/mit_chic/status/1452118972946657282?t=hvhN9Xm7rzyqwFIXxGsuog&s=19,"4,160",1.0,What altcoin should I buy now?,You should look Into buying $HAKA of @tribeonedefi @tribeonedefi is an innovative lending space with the added features of rewarding regular users who create a consistent repayment history with access to low or zero collateral loan#DeFi
"3:50 AM · Oct 24, 2021",https://twitter.com/TheCryptoLark,https://twitter.com/mit_chic,https://twitter.com/TheCryptoLark/status/1452114373154164741,https://twitter.com/mit_chic/status/1452120310367535105?t=-aFRIaj5vpyxGZmYYltaFA&s=19,"1,836",2.0,Tell me what your last #crypto purchase was and why did you buy it?,"My recent #crytpo purchase is $HAKA of @tribeonedefi 

And I keep buying it because of it's awesome utilities and I also get to stake it in four different platforms, making huge passive income"
,,,,,,,,
"3:59 AM · Oct 24, 2021",https://twitter.com/IcedKnife,https://twitter.com/mit_chic,https://twitter.com/IcedKnife/status/1452101843669164033,https://twitter.com/mit_chic/status/1452122669898477570?t=ylRgWi-_y7DVJNa4lZnwMA&s=19,273,,What was the last investment you made? ,"My last but still recent investment is the @tribeonedefi NFT invest pool

Investors who contribute to the NFT Invest Pool are paid back in equal amounts by borrowers. TribeOne will sell the #NFT asset through its partners,and the proceeds is shared equally among contributors"
"4:04 AM · Oct 24, 2021",,https://twitter.com/mit_chic,,https://twitter.com/mit_chic/status/1452123786413760513?t=_UP-6UtLYDljB8ZJoyOdWg&s=19,,,,"Good move, then why not buy $HAKA of @tribeonedefi @tribeonedefi  is an advanced financial ecosystem focusing on simplifying decentralized financial products, making them readily accessible for masses.

Check them out on TG"
"4:12 AM · Oct 24, 2021",https://twitter.com/JRNYcrypto,https://twitter.com/mit_chic,https://twitter.com/JRNYcrypto/status/1452092904646660099,https://twitter.com/mit_chic/status/1452125783451914240?t=lAq_v3DWlu8m814K3imHkg&s=19,471,1.0,,"So very bullish on #NFT and crypto, specifically my crypto $HAKA of @tribeonedefi ,a  borrowing and nft funding platform"
"4:29 AM · Oct 24, 2021",https://twitter.com/IcedKnife,https://twitter.com/mit_chic,https://twitter.com/IcedKnife/status/1452084097350868996,https://twitter.com/mit_chic/status/1452130024115556352?t=_Cm3YXxidiYIOu7JlvgKCQ&s=19,451,,"It seems the NFT bleeding has bottomed

I’m expecting the NFT market to EXPLODE over the next year ","It definitely will@tribeonedefi is making moves to see that the #NFT space explodes, through their partnership program which givesAccess to PolkaPlay's innovative range of NFTs  offer users with different financial products, allowing them to purchase their favorite NFTs"
"4:35 AM · Oct 24, 2021",,https://twitter.com/mit_chic,,https://twitter.com/mit_chic/status/1452131570270212097?t=x69WGVB9rA1SI0jdUNyeuA&s=19,,1.0,,"I have two strong diamond hands in $HAKA of @tribeonedefi and not selling

The gem has good utility Great fundamental and teamsGreat tokenomics And very well established and reputable partners#DeFi #cryptocurrencies"
"9:03 PM · Oct 22, 2021",https://twitter.com/rutradebtc,https://twitter.com/sarah__georgia,https://twitter.com/rutradebtc/status/1451619407957045257,https://twitter.com/sarah__georgia/status/1451655390702231553?t=PLagyPc16MuFAZcHEZE5iQ&s=19,52,,"What has been your best return on investment in the Crypto space in 2021?

What do you think is the best investment for end of year?","My best so far has been $HAKA of @tribeonedefi, I have been staking this gem at #Unifarm and earning 147% APY

Also staked In #hotcross and #bscstation and have been earning 146.41% APR and 90.42% APR respectively

This is the best investment for EOYIt's been a great month for #staking#staking $HAKA$HAKA in our @pool_x_official, @hotcrosscom@hotcrosscom, @bscstation@bscstation & @unifarm_@unifarm_  poolsDon't miss the chance to stake & earn thrilling APRs#UniFarm#UniFarm - http://eth.unifarm.cohttp://#HOTCROSS#HOTCROSS - http://app.hotcross.com/poolshttp://#BSCStation#BSCStation - http://stake.bscstation.finance/#/http://"
"3:30 AM · Oct 25, 2021",https://twitter.com/AltcoinDailyio,https://twitter.com/psalmcrypt,https://twitter.com/AltcoinDailyio/status/1452385792135860225,https://twitter.com/psalmcrypt/status/1452477714267611137?t=lZDNfpyQI0dovcA7ovX6kw&s=19,"4,765",2.0,1 LIKE = 1 $SHIB,You should consider apologizing for ignoring $HAKA and her massive development in the sphere....#HAKA
"3:33 AM · Oct 25, 2021",https://twitter.com/JRNYcrypto,https://twitter.com/psalmcrypt,https://twitter.com/JRNYcrypto/status/1452442120107671554,https://twitter.com/psalmcrypt/status/1452478443782815753?t=reIJb9iPc4KAUn3ERF6v_A&s=19,"3,376",4.0," as payment again or at least start accepting other cryptocurrencies?

We all know mining is getting cleaner by the day",$HAKA will be a very good currency for payment!!  More Mass adoption and $HAKA will be a global necessity....#Hodl
